,title,contents,decoder_input,decoder_target
353,김치공정에 대항한 보여주는 김치만들기의 근본,훔친 한복 입고 김장 한보오옥 이전에 흰옷을 입고 김장을 한다고 외교관이 만든다는 김치 김치를 만들어서 투명통에 넣는다고 얘는 제이홉 근본 자세 눈치 있으면 어께 뒤에서 주물러야함 엄마한테 무호흡 잔소리 암튼 고무장갑에 근본 다라이 절인거 빼야하니까 시장표 소쿠리에 편한 일상복 일상복 안입고 뒈지니까 필수임 김장매트는 기본임 마무리는 갈색통 끼들은 티비보다가 불려나가서 김치냉장고 수십개 나른적이 있긴해서 김치가 지꺼라고 하는거냐,sostoken 김치공정에 대항한 보여주는 김치만들기의 근본,김치공정에 대항한 보여주는 김치만들기의 근본 eostoken
354,최수종이 대하 사극 대조영을 찍으면서 유독 볼이 홀쭉했던 이유,본인 피셜 대조영이 촬영되는 동안에는 탄수화물 섭취를 아예 끊었다 대조영 촬영 기간 동안에는 아예 밥을 먹었다는 얘기임 대조영이 굉장히 개고생을 많이 배역에 몰입하기 대조영 촬영 기간에는 집에서 아예 밥을 먹었었다고 사극에 비해서 대조영 출연 때만큼은 최수종의 볼이 유독 홀쭉하고 움푹 들어가있는 것을 있는데 떄문이었음 오죽하면 대조영의 담당 연출 김종선 주연 배우인 최수종이 매우 걱정되서 특별히 주먹밥 먹는 씬을 넣었을 정도임 먹으라고,sostoken 최수종이 대하 사극 대조영을 찍으면서 유독 볼이 홀쭉했던 이유,최수종이 대하 사극 대조영을 찍으면서 유독 볼이 홀쭉했던 이유 eostoken
355,요즘 가장 잘생겼다는 축구선수 예전 가장 잘생긴 축구선수,요즘 가장 잘생겼다 평가받는 축구선수 정승원 테리우스 안정환 리즈 시절 정환이 외모는 한국 축구 역사 아직까진 최고인듯,sostoken 요즘 가장 잘생겼다는 축구선수 예전 가장 잘생긴 축구선수,요즘 가장 잘생겼다는 축구선수 예전 가장 잘생긴 축구선수 eostoken
356,북한군 정신력 드립의 실상,그냥 대부분의 현역병들은 농사를 짓는 둔전병 신세임 건설 노동자들로도 투잡 뛰거나 실제로 북한의 성이 남성들은 입대기간 동안에 농삿일에 투입되고 건설 현장에 투입되는 경우가 대다수인데다가 후방의 부대 내에서 총기와 실탄을 보급 받지 못하는 경우도 부지기수임 한번 쏴보지 못하고 제대하는 경우가 많다는 얘기임 게다가 고난의 행군 이후에는 군대에 제대로 군량이 배급되지 못하는 경우가 많아지다 보니까 소속 군부대 근처의 논밭에서 굶주림을 어떻게든 면하고 먹고 살기 훈련이 아닌 농삿일로 입대 세월을 보내는 경우가 대다수임 게다가 군인들이 민가의 생필품이나 민가에서 농삿일이나 우유 용도로 기르는 돼지와 염소들을 약탈하는 경우가 부지기수라고 하니까 정리하자면 북한군은 굶주림으로 인해 군인으로서의 일보다는 실질적으로 논밭에서의 농사꾼 공사장 인부로서의 일을 하고 있음 그나마 총기와 탄약을 보급이라도 받을 있는 최전방 국경 지대와 북한의 평양 보위부 소속의 군인들 이게 전부야 기강이 저렇게 없으니 북한군이 남한군을 이기지 못한다는 당연한 소리들이 괜히 나오는 아님,sostoken 북한군 정신력 드립의 실상,북한군 정신력 드립의 실상 eostoken
357,코로나가 죽으면 부활각 노리는 것들,코로나 이후 제일 싫은 패턴은 재택 근무 폐지 회사 회식 부활,sostoken 코로나가 죽으면 부활각 노리는 것들,코로나가 죽으면 부활각 노리는 것들 eostoken
358,폴매카트니경 근황,그래미 어워드 시상식 애프터 파티에 입장하려는 매카트니 경비원은 매카트니를 알아보지 못하고 우리는 유명한 사람을 원한다 라며 출입을 막음 폴은 히트곡을 써야되겠다 라며 황당한 표정을 지음 여기까지는 사전지식을 위한 유게식 근황이고 히트곡을 쓰기위해 작곡공부를 하시는 근황,sostoken 폴매카트니경 근황,폴매카트니경 근황 eostoken
359,사육사들이 왠만하면 숫사자와 새끼를 분리시켜놓는 이유,새끼들이 절대로 아빠가 조용히 자는꼴을 못보고 방해하러 뛰어오기때문이다 사람도 그렇고 동물도 그렇고 대체 애들은 낮잠자는 아빠만 달려드는걸까,sostoken 사육사들이 왠만하면 숫사자와 새끼를 분리시켜놓는 이유,사육사들이 왠만하면 숫사자와 새끼를 분리시켜놓는 이유 eostoken
360,존윅 제일 어이없는 부분,최정상급 킬러들 싸움에서 시노비 암살자들은 존윅을 죽일수 있었지만 팬이라고 한번 봐줌,sostoken 존윅 제일 어이없는 부분,존윅 제일 어이없는 부분 eostoken
361,직장에서 인사해도 받아주지 않는 사람,직장에 절대로 인사 답례를 않는 사람이 있는데 신입 여사원이 안녕하십니까 안녕하십니까 어라 안녕하십니까 라며 답례를 때까지 계속 되풀이하는게 광기는 어려보여도 멘탈이 강해서 좋다,sostoken 직장에서 인사해도 받아주지 않는 사람,직장에서 인사해도 받아주지 않는 사람 eostoken
362,남편과 친구의 암호같은 대화 무슨 뜻이예요,본래 당구가 동네에서 놀던형님들이나 한량들이 친다는 이미지가 강했지 실제로 그러하기도 했고 용어가 얼추 비슷한느낌이라고 들었음,sostoken 남편과 친구의 암호같은 대화 무슨 뜻이예요,남편과 친구의 암호같은 대화 무슨 뜻이예요 eostoken
363,푸키먼 소드 실드 유출자 고소 근황,포켓몬 소드 실드 발매 거다이맥스를 비롯한 게임 관련 정보를 유출해 고소당한 범인은 포켓몬 공식 가이드북을 인쇄하던 인쇄소 직원으로 알려졌으며 형사고소를 합의하는 대가로 합의금 달러 한화 천만원을 지불했다고,sostoken 푸키먼 소드 실드 유출자 고소 근황,푸키먼 소드 실드 유출자 고소 근황 eostoken
364,사회생활을 하려면 돌려말하는 법을 배워야한다,우는 사람 마음씨가 착하다 웃는 사람 쉽게 긴장한다 자주 기뻐하는 사람 감수성이 풍부하다 조급한 사람 시간을 소중히 여긴다 금방 질려하는 사람 매사에 열중한다 자주 혼나는 사람 실패를 두려워하지 않는다 금방 질투하는 사람 남을 너무 사랑한다 살찐 사람 운동도 안하면서 너무 먹는다,sostoken 사회생활을 하려면 돌려말하는 법을 배워야한다,사회생활을 하려면 돌려말하는 법을 배워야한다 eostoken
365,출산 트라우마 논쟁,트라우마는 충분히 생길수 있다고 교통사고 나면 다시는 운전 못하는 사람있고 아무렇지 않게 다시 운전하는 사람있듯이,sostoken 출산 트라우마 논쟁,출산 트라우마 논쟁 eostoken
366,제우스를 속인 여자,여느날 처럼 제우스가 헌팅 시찰을 나갔는데 강의 아소포스의 딸인 물의 님프 시노페가 그의 레이더에 걸리게 되었음 제우스는 초럭키한 기분을 만끽하면서 시노페를 쫒아다녔고 시노페는 당연히 도망쳤으나 붙잡힘 어쩔 없군요 대신 소원을 들어주겠다고 스틱스강에 맹세해주시겠나요 까짓거 들어주도록 제가 순결을 지킬 있게 해주세요 데뎃 이미 스틱스강에 맹세한 였고 성욕이 폭발한 나머지 능지가 떡락한 제우스는 시노페를 놓아줄 없었다는 이야기,sostoken 제우스를 속인 여자,제우스를 속인 여자 eostoken
367,게임 자막 극혐 유형,폰트 사이즈가 너무 작아서 읽기 힘든 게임 자막 개발자 입장에서는 아마 화면 가리지 말라고 했겠지만 청각장애인이나 언어권 이용자가 아닌 사람에게는 자막 읽는게 순위임 게임의 독창성을 살리려고 가독성을 잃어버린 게임 자막 폰트의 독특함을 추구하기 보다는 모두가 읽기 쉬운 폰트를 사용하는게 자막의 본래 목적에 부합함 모든 종류의 배경과 뚜렷하게 분리되지 않는 자막 자막에 검은 테두리라든가 검은 반투명 배경이라도 깔아놓을 있으면 좋음 문장 끊기 없이 계속 좌우로 없이 늘어놓은 자막 좌우로 길어지는 자막은 가독성을 해치고 읽기도 어렵다 적절한 타이밍에 끊어주고 문장은 가운데로 오밀조밀 모여있어야 플레이어가 상황에 맞게 쉽게 읽을 스포일러 자막 지금 화면에서 일어나는 일보다 먼저 자막이 나와버리는 현상 브루스 윌리스가 귀신임 우리가 영화를 끝나는 자막이 나오면 대화가 예측하지 못한 일로 중단되겠구나 예상할 이럴 경우 적절한 타이밍에 맞도록 잘게 자막을 끊어 주는게 좋다 문장의 완성이 이상하게 이뤄지는 자막 자막의 문장이 끝까지 나오지 않고 잘려서 나오는 경우 방심하고 있으면 끝에 소리를 하는지 모르게 된다,sostoken 게임 자막 극혐 유형,게임 자막 극혐 유형 eostoken
368,토끼 당근 이미지가 퍼진 이유,사실 토끼는 아무 야채나 먹는데 하필 당근이 토끼를 상징하는 야채가 되었나 사실 당근은 당분이 많아서 토끼의 주식으로 삼기에는 그다지 건강에 좋지도 그건 토끼 중의 토끼 벅스 버니 때문인데 얘가 년에 나왔던 작품에서 당근을 씹는 장면이 웃기다고 유명해지고 후로 계속 당근을 씹는 모습이 나와서 토끼 당근 이미지가 대중매체에 박혀버린 것이었다 참고로 당시 야채도 아니고 하필이면 당근이었던 이유가 클라크 게이블이 영화 에서 당근을 아작아작 먹으면서 히치하이킹 방법 얘기를 장면을 패러디한 뿐이었다 당시 영화 패러디 개그 태어난 역사적인 고정관념이다 참고로 아카데미상 그랜드슬램 받은 영화임,sostoken 토끼 당근 이미지가 퍼진 이유,토끼 당근 이미지가 퍼진 이유 eostoken
369,손님이 버린 당첨복권 돌려준 편의점 주인,미국 매사추세츠주 사우스윅에서 가족과 편의점을 운영하는 아비샤씨 그는 편의점 쓰레기통에서 긁다만 복권을 발견했고 혹시나 하고 긁어봤더니 당첨 긁지않은 복권이었고 버렸던 복권이었기에 주인을 찾아줘야할지 보관해야할지 이틀 밤낮을 고민했고 부모님에게 조언을 구했더니 아들의 판단에 맡기겠다고하였고 인도에서 사는 조부모님에 전화를 걸어 물어보니 주인을 찾아줘야한다는 이야기를 듣고 정직을 신념으로 살아온 그의가족들은 복권을 돌려주기로 결정 이후 확인하고 복권을 버린 사람이 누구인지 확인해보니 평소 알고지내던 단골손님인 였고 그녀의 직장으로 직접가 그녀에게 복권당첨 사실을 알려줌 그녀는 복권을 긁다가 당첨되지않았다 생각하고 버려버렸고 버린사실도 잊고 있었음 복권당첨되면 복권 회사에서 만달러주는데 여성분이 그거말고 일정금액을 챙겨줫다고는 되있더랑 복권도 버린당일찾은게 버린지 일만에 청소하던도중 우연히 찾은것,sostoken 손님이 버린 당첨복권 돌려준 편의점 주인,손님이 버린 당첨복권 돌려준 편의점 주인 eostoken
370,건담 역대급 봤다,실탄과 냉병기의 묵직함을 건담에서 표현해낸거 첨인듯 거기에 소년병들의 참혹한 현실까지 역대급 건담이 될것 같아 기대중이다,sostoken 건담 역대급 봤다,건담 역대급 봤다 eostoken
371,이봐 비디오 판독 요청,삭과 레이튼 휴잇의 경기 레이튼의 서브가 아웃 판정이 나오고 레이튼은 이를 받아들이고 서브를 준비한다 잭이 이의를 제기할 것을 요청한다 지금 당신이 이의를 제기하면 그건 득점 판정이 나올 거예요 가만히만 있으면 득점을 챙겨갔을 사람이 먼저 이의를 제기하라고 말을 하니 머뭇거리는 레이튼 이의를 제기해야 할지 어색한 웃음을 지으며 머뭇거린다 계속해서 이의를 제기하라고 제안해주는 잭의 말에 미심쩍어 하면서도 이의를 제기하는 레이튼 심판도 긴가민가 하며 판독을 진행한다 결과는 잭의 말대로 득점 판정 상대 선수도 심판도 놓치고 지나간 실책을 잡아준 잭이었다 이날 경기는 레이튼의 승리로 끝이 났지만 빛나는 스포츠맨십을 보여준 잭은 찬사를 받았다고 한다,sostoken 이봐 비디오 판독 요청,이봐 비디오 판독 요청 eostoken
