,제목,내용
1034,일본서 만나면 누구나 당황하게 된다는 자동차,"                      도요타의 전기차 LQ
  미래지향적인 컨셉트카를 발표한 뒤에
  ""이건 컨셉카인데 이 디자인대로 출시할거임""
  해서 저렇게 생긴 자동차가 실제로 도로를 굴러다님
  2020년 가을부터 일반판매될 계획이었으나 정식출시가 늦어지면서
현재도 계속해서 테스트 주행 중으로 일본 여기저기서 발견된다고 "
1035,35년만에 영화가 상영된 나라.JPG,"  사우디 아라비아는 1983년부터 영화 상영이 금지된적이 있다.
    1979년 이란서 일어난 이슬람 혁명의 이슬람 보수파 바람이 사우디까지 퍼지는 바람에, 종교적인 이유로 영화가 금지됐었다.
  그렇게 35년이 흐르고,
  사우디 아라비아는 영화 상영을 법적으로 금지했던 걸 해제, 다시 영화를 상영하기로 마음 먹었다.
    그렇게 첫 타자가 된 영화는...
      이거였고
      대형 스튜디오(소니 픽쳐스 애니메이션이 제작)가 제작한 애니 중 가장 최악이라 욕을 아직까지도 먹는 희대의 괴작이었다...
                다행이 이모티 영화 상영은 취소됐고
  35년만의 영화 상영 타이틀은 블랙팬서가 차지했다. "
1036,의외로 일본에서 인기있는 한국문화,"                        보자기(ポジャギ)랑 조각보(チョガッポ)
한국식 얇은 모시 원단 패치워크 만들기로 알려져 있음
만들 때에도 굳이 홈질, 감침질, 쌈솔 같은 한국어 용어를 사용함
  "
1037,잠자리의 위대함,    
1038,종족 쉽게 바꾸는 법.jpg,    
1039,뉴비 교육하는데 구경 온 고인물, 
1040,또다시 불타는 상식 논란.jpg,"                  책에서 많이 봤다 상식이다
vs
뭔 소리냐 난 생전 처음 듣는다
  "
1041,미국 대장장이 프로그램에 나온 한국 무기,        
1042,방탄 신곡 BUTTER가 영국 아이튠즈 1위 못한 이유.bt,"         Inst（반주버전）이 1위함
사실 집계는 두개 다 버터로 취급됨
+ 버터랑 버터 inst랑 엎치락뒤치락 하면서 1 2위 왔다갔다함 "
1043,200kg에서 70kg까지 뺀 남성의 다이어트 과정.JPG,"살처짐 수술은 어쩔수 없는거지만 그걸 감안하더라도

진짜 인간 승리로 다시태어난게 맞는것 같다 "
1044,선천적 물속성 고양이.jpg,"              물갈퀴 달림
물고기 직접 잡아먹음
  "
1045,10대 애들이 점심시간에 선생님 몰래 틀었던 영화들,"                    고어, 슬래셔 호러물을 보는 10대들이 많았음
학교 쉬는 시간, 점심 시간 선생님 없을 때 몰래보는 영화들...  "
1046,노견과 노묘,    
1047,당돌한 요즘 애들.jpg(feat. 주식),          현명하게 당돌함 
1048,휴가 복귀하고 헌병한테 끌려간 썰, 
1049,성추행 당한 유명 헐리우드 배우,"        지난해 ( 2016년 ) 아내와 헐리우드 행사에 참여했을 때 헐리우드 중역이 다가와 내 중요 부위를 더듬었다 
            펄쩍 뛰며 뭐하는거야!?고 말했다. 아내는 모든 것을 보았고 우리는 그 남자를 미1친놈보듯 보았다
  그는 그냥 머저리처럼 웃을 뿐이었다.
            난 아주 박살내버릴려고 했지만... 다른 사람들이 어떻게 볼지 다시 생각했다.
        "" 240lbs (약 108 kg)의 흑인 남자가 헐리우드 최고 책임자를 두들겨 패다.  ""
  라고 내일 헤드라인에 걸릴 것 같았다
            내가 그를 패버리면 그 뉴스를 읽지 못했을 것이다. 왜냐면 감옥에 있을 테니까
  그래서 자리를 떴다.
      다음날 내게 전화해 사과를 했지만 왜 그랬는지 설명하지 않았다.
            난 더이상 신경쓰지 않기로 했는데 왜냐면 배척당하지 않기 위해서다
  가해자는 힘과 영향력이 있기 때문이다.
            "
1050,제주도앞바다에 물돼지 출현,"                           
                                                                       존나웃긴 와중에 영상미 무엇
  "
1051,주인을 배신한 브라질 강아지 근황,"  지난 20일, 브라질 경찰이
마1약 밀매 첩보를 입수해 용의자의 집을 급습함.
  하지만 급습 후 꽤나 오랜 시간을 수색했지만
마1약에 대한 정보를 찾을 수 없어 철수하려고 집을 나가는데
        갑자기 집주인이 키우던 강아지가 밖으로 나가더니
땅을 파기 시작함
          파보니까 마1약, 현금, 총기 등이 나옴
    주인은 검거되고 강아지는 경찰의 보호를 받고 있음 "
1052,280만 원짜리 닭백숙.jpg,원본출처 | http://huv.kr/pds1070886 
1053,머라이어 캐리... 내한 당시 팬이 준 선물을 5년 뒤...jpg,"       내한 당시 머라이어 캐리가 임신중이었던건 아니었고
머라이어 캐리가 아이를 가지기 위해 노력중이라는 언급을 보고 만들었다고 함

근데 나중에 이 당시 머라이어 캐리가 유산을 겪은 뒤였다는 것이 알려짐

그 이후 쌍둥이를 낳았는데 팬분이 선물한지 5년이 지나
남편 인스타에 아이가 팬이 준 티셔츠를 입고있는 사진이 올라옴 ㅠㅠ
  "
1054,여자 얼굴 폭행 하는 남자.,    
1055,경찰한테 무단횡단 걸린 놈.jpg,    
1056,대난투) 캐릭터 이해도 100%," 
                "
1057,유튜브 하면서 가장 짜릿했던 순간 1위.jpg,"                                                       
      (전율) "
1058,내가 아직도 기네스 맥주를 구인네스라고 부르는 이유.jpg,   그녀를 잊기 위해... 내 안의 마수를 깨우기 위해... 
1059,바지를 산 디시인,    
1060,어느 버스의 손 소독제.JPG,    
1061,칭얼거리는 딸 훈육법,      
1062,인체 해부도 괴담,        
1063,프라모델 센스가 없는 모델러의 선택.png,                
1064,미국 디즈니 월드에 새로 오픈한 MCU구역 근황,"                디즈니에서 개발한 인간형 스턴트로봇
  ""스턴트로닉"" 이 스파이더맨처럼 웹액션 함 "
1065,"중국 공학자가 빡쳐서 만든 ""넘어지지 않는 자전거""","  중국의 공학자 稚晖 는 어느 비오는날 자전거를 타다가 넘어져 얼굴에 부상을 입음
        그 일을 계기로 넘어지지 않는 자전거를 만들려고 준비함
      일단 3D 로 모델을 잡고
              부품들을 3D 프린터 등으로 만들고
          기판과 프로그래밍까지 완료함
      설계도대로 만들어진 넘어지지 않는
+ 자율주행 자전거
        두발 자전거면서 두 바퀴로 서있어도 안넘어짐
      한 쪽에 물건을 걸어 무게를 다르게 해도 안넘어짐
      카메라와 레이다 센서가 달려서 차선을 보고 자율주행도 함
      라이더 센서 덕분에 장애물도 다 피해서 회전함
        깃헙에 소스코드 공개함
    "
1066,싱글벙글 연예인들의 생활기록부.JPG,원본출처 | http://m.humoruniv.com/board/read.html?&table=pick&pg=50&number=1064460 
1067,1년동안 2천만원 flex한 남자,        
1068,신랑 몰래 플아요.jpg,   조만간 이혼도장도 파겠구만 
1069,인방 ) 방송 중 시청자에게 폭력 휘두르는 스트리머,                    
1070,피방알바한테 쪽지받음 ㅋㅋㅋㅋㅋㅋㅋ,"  ㅋㅋㅋㅋㅋ 조잡하죠?
  딱봐도 합성티 나죠? ㅋㅋㅋㅋ
    ?
  "
1071,생각보다 규모가 너무 작은 귀멸의 칼날 세계관.jpg," 
  푸른 피안화가 좀처럼 발견되지 않았기에, 
상현의 귀신이 될만한 체질이나 
태양을 극복하는 체질의 사람들을 병행하여 수색.
푸른 피안화를 사용한 의사가 살고 있던 
장소가 도쿄였으므로, 
그 주변을 혈안이 되어 찾아다녔지만 발견되지 않았다.

푸른 피안화는 기후 등의 여건에 따라 1년에 
한 번도 피지 않을 때도 있다. 꽃이 피었을 때도, 
낮 동안의 불과 몇 분에서 몇 십분 사이에 닫혀버리는 듯 하다.
닫혀버리면 피안화가 아니고 커다란 뱀밥(쇠뜨기)처럼 보인다.
현대에 이르기 전까지는 그 존재조차 알려지지 않았었다.
            그렇게 장대한 대서사시가
대충 부산 정도의 면적에서 벌어졌다는 점...
    "
1072,영어사전에서 MC몽,    
1073,GS25 인스타 근황..,"남혐은 존나 하면서

6.25 참전했던 용사들 글 올리면서 어떻게든 민심 찾으려고 발악 중

      "
1074,ㅈ소기업 다니면서 현타온 직장인.jpg,    
1075,오믈렛을 망쳐버린 트위터인,"      오믈렛이라 함
    그리고 소송채
    "
1076,(수정) 100명의 목숨을 구한 소녀🌊,원본출처 | https://www.nocutnews.co.kr/news/38781 
1077,어도비 작업중인 디자이너의 모습.gif,    
1078,요즘 공익기준 근황,    
1079,노라조가 부러운 김종민,                      사용설명서 없어서 매일 싸웠음ㅜㅜ 
1080,후방) 자연산이라는 걸 보여주는 여자,    
1081,개인 방역에 철저한 여배우, 
1082,스타1 시절 과도한 세레모니로 욕 먹었던 선수.gif,"      세레모니를 시전하는 선수는 이성은 
  승리후 상대방 주위를 빙글빙글 돌면서 춤을췄는데 그 와중에 의자게 걸려있는 상대선수의 옷을 건들여서 바닥에 떨구는건 덤(고의는 아님)
    E스포츠 선배한테 저게 무슨 짓이냐고 싸이월드 테러당하고 팬들한테 비호감 이미지가 제대로 찍힌다.
    하지만 몇년후 이성은 선수는 관종에서 열사로 추앙받게되는데......
    그 이유는 저 상대선수가 마읍읍 
 
    "
1083,2002년 당시의 WWE였기에 가능했던 섹드립.jpg,"2002년 7월 이후에 지금의 WWE로 단체의 명칭이 변경되었으니까 저 시절은 2002년 2월 무렵의 WWF 시절이었는데,
당시에는 성인 등급의 애티튜드 시기에서 새로운 시대로 넘어가는 과도기에 해당했던지라 저런 수위 높은 섹드립이 가능했음.

서로의 성기 크기를 대놓고, 또는 은근히 얘기하는데, 2008년 8월부터는 시청 등급이 PG 등급으로 완전히 전환되었기 떄문에 더 이상은
보기 힘든 수위의 섹드립이지. 부연 설명을 더 하자면 당시에 선역인 트리플 H와 악역이었던 스테파니가 이혼으로 갈라서는 각본이었음.

게다가 더 충공깽인 건 저런 수위 높은 섹드립에도 관중들이 엄청난 환호를 보내주는 등 지금보다는 성에 대해서 좀 더 관대한 시절이었지. "
1084,인생에서 처음으로 산 게임기.jpg,            
1085,내 친구 면접썰,      
1086,J의 나라 근황,"      패키지가 113행까지 있음
 (대만섭 기준, 한섭은 다를지도?) "
1087,새벽 두시에 집안에서 생긴 사고.jpg,    
1088,일본의 오타쿠 유형,                
1089,기안84:20일만에 10kg 빼겠다.,"    되살아난 입맛 엔딩
  "
1090,비싼 돈주고 전문 MC 쓰는 이유,"    감질나는 말빨로 1시간을 매꿀수 있기 떄문이지!
      저때 받은 대본
    대본보고 표정 ㅋㅋ "
1091,외국인이 빈부격차 느꼇다고 하는 우리나라풍경,    
1092,보기만 해도 싸해지는 배민 돈까스 리뷰 답변.jpg,    
1093,게임주웠다 ㅋㅋㅋ 근처 공사장에 있더라 ㅋㅋㅋ,   이상한 북소리가 나는데 ㅋㅋㅋㅋ 아무튼 집에가서 해봐야지~ 
1094,조울증 유발 원인 1순위,"  이번 이닝 활약했다? 아이고 내새끼
  다음 이닝 실수했다? 아이고 씹1새끼 "
1095,반전이 가득한 삼성,"  His?? His?? His??
  "
1096,"조심해. 난 아직 내 ""힘""을 주체하지 못하겠으니까.",동료 : 진짜로 못하네.. 
1097,화제의 음식 네이쳐스 시리얼.jpg,                              
1098,투포환 대회 참사,        
1099,닭 목을 연구해서 만든 장치.gif,"            이것이 당신의 목입니다.
    "
1100,"""이번 게임이 망하면 업계에서 은퇴하겠다.""","            진짜로 지킴.
  "
1101,범죄도시 진엔딩.jpg,원본출처 | https://youtu.be/AhuZsWYfxEI 
1102,공대 교수님들이 만든 장난감 병원.jpg,"  이분들 인터뷰 끝나고나면
어디인가 숨어있던 대학원생들이 나타날꺼임
  ㅇㄱㄹㅇ ㅂㅂㅂㄱ "
1103,저작권이 무서웠던 애니메이션,"  다이빙을 주제로 청춘드라마를 그린
그랑블루
원작
    TV판 
방영당시
에반게리온 플러그슈트는
저작권이 있는거라, 함부러 방송하면 안된다고 
모자이크 처리를 해놓음
    넷플릭스판
  넷플릭스는 에반게리온을 서비스중이라
안노가 ""아 이건 어쩔수없짘ㅋㅋㅋ"" 했다는 소문이 있음 "
1104,900만유투버가 놀란 일본의 베이시스트.jpg,"저 기타리스트  는 사실 한국인이다.....
  아무튼 일본인임 
  "
1105,뭔가 이상한 귀멸의칼날.jpg,원본출처 | https://youtu.be/fXQmvzMHMU8 
1106,보라색의 진실.jpg,"  선생한테 왜 보라색이 죽음을 암시하냐고 물어보니 답을 못하더라
      "
1107,E스포츠 근황.jpg,"                      마이크로소프트가 공식 스폰서를 맡은
세계 액셀 대회
  각국의 현직 재무직원들이
40분 동안 액셀 문제 계산으로 대결을 펼침

해당 문제와 풀이과정은 추후
원드라이브를 통해 공개 예정
  말 그대로 E(Excel) Sports "
1108,목욕탕맛 나는 음료.jpg,"  휘바휘바국 기준.
    "
1109,남편이 몰래 3년동안 모은 돈.jpg,"      메데타시 메데타시 
  "
1110,의상실의 옷 돌려입기.jpg,    
1111,집에서 허리케인 직관,".


존나무섭.... "
1112,사람들이 모르는 곰의 진실.jpg,          나무에서 열린다. 
1113,스파게티 1인분이 500원 크기 만큼 맞죠?,      
1114,부부 한쪽의 유전자가 강력하면 일어나는 일.JPG,"엄마랑 똑같은 딸들 

아빠를 넘어 할아버지와도 똑같은 아들 "
