,제목,내용
5843,"中 코로나 백신 ‘시노백’, 진짜 물백신인가…“화이자 항체, 시노백보다 10배 많아”","홍콩대 연구진, 의료진 1400여명 조사
“항체, 회복 환자와 유사하거나 적어” "
5844,"‘백신 예약 大戰’…2030 ‘점심 광클’, 50대는 고생 끝에 성공 [촉!]","2030, 점심시간 내내 ‘잔여백신 신청’ 시도
“계속 이 상태…오류 아니냐” 문의도
50대, ‘새벽 쪽잠’ 끝 잇단 예약 성공 "
5845,"서울시 ""백화점 종사자 12만8000명 코로나 검사 행정명령""",서울소재 백화점 32곳 운영자 및 종사자 전원 
5846,"신치용 선수촌장 ""선수들 결국 후쿠시마산 음식 먹을 수밖에""","신치용 진천선수촌장 YTN·TBS 라디오 인터뷰
""영양사 등 20명 선수촌 바깥에서 도시락·간식 준비""
""기본 식재료 한국에서 가져 가지만 채소 등은 빠져"" "
5847,'터질 게 터졌다' 김요한·박태환 등 집단 감염… 방송가 '비상',"'뭉쳐야찬다2' 16일 기준 출연자 5명 확진
한혜진 확진... SBS '골 때리는 그녀들'도 비상
감염병 취약환 환경 '터질 게 터졌다' 반응 "
5848,"[단독] '개헌론' 승부수 띄운 김동연… ""다음 대통령, 임기 절반 줄인다는 각오로""",새 책에서 '분권형 대통령제' 소신 거듭 피력 
5849,"김종인의 촉 ""국민의힘 경선 버스 최재형이 끝...윤석열은 안 탈 것""","김종인 전 국민의힘 비상대책위원장의 관전평
""정당은 바깥에 근사한 사람 있으면 욕심을 내다가
일단 데려오고 나면 책임을 지지 않는 곳"" "
5850,"김종인 ""윤석열·최재형, 국민의힘 입당 순간 꽃가마 끝""","최재형, 울타리 필요해 국힘 입당한듯
윤석열, 비전 못내놓으면 지지율 하락
김동연 3년 전부터 '경제대통령' 준비
이준석이 성공해야 국민의힘도 성공
이낙연이 이재명 역전? 쉽지 않을 것
이재명 태세전환? 점잖은 사이다 돼야 "
5851,"정부 ""음악속도 제한, 헬스장 아닌 GX류 운동만 적용""","태보·에어로빅 등만 대상…""현장점검 후 보완여부 결정""
QR·안심콜 없는 '사각지대' 백화점…""월말까지 시범적용""
""아랍에미리트, 격리면제 중단""…'변이유행국' 총 22개 "
5852,[알고보니] 성인지 예산 35조원 쓰는 여가부?,MBC 뉴스는 24시간 여러분의 제보를 기다립니다. 
5853,정청래 “최재형은 윤석열 유인책일 뿐···결국 홍준표 걸어 나올 것”,"“윤석열, 홍준표 입 못 당한다”
“尹 지지율 견고함 없는 웅덩이형” "
5854,동생 살해 뒤…석연찮은 부모의 죽음과 화재 [취재파일],"남은 의혹들, 서울경찰청 미제사건수사팀이 검토 "
5855,[초대석] 국내 유일 '복싱 세계챔피언' 최현미,"최현미 선수, 통합 타이틀 챔피언 향한 새로운 도전 "
5856,"“호텔밥 드셔도 되는데” 도넛, 김밥 포장만…짠한 정은경 업무추진비","네티즌들 “고단함이 느껴진다” 안쓰럽단 반응
“맛있는 것 좀 사드시라” 응원 목소리 이어져 "
5857,"“확진자 급증, 이제 의미 없다” 영국 봉쇄해제 실험 강행","4만명대 급증에도 봉쇄 완전 해제
전문가들 “처참한 결과 초래할 것”
이스라엘은 마스크 착용 등 강화 "
5858,9억 쓴 자가검사키트… 4차 대유행 고개숙인 오세훈,"‘깜깜이 확산’ 원인으로 지목받아
정무부시장 돌출발언에 “부적절” "
5859,‘16살 연하남 잔혹 살해’ 30대女 “유족과 합의할 시간 달라”,"변호인 “피고인, 범행 사실 모두 인정” "
5860,“3살 아들이 충치 치료하다 급사”…美치과에서 생긴 사건,경찰 “약물 알레르기 의심” 
5861,“반발 불 보듯 뻔한데”…통장들에 ‘백신접종 지원비’ 10만~30만원씩 지급 논란,"부산·대구·인천 등은 10만원, 목포는 30만원 지원했다가 ‘눈총’
이미 수당·회의비 받고 있어…서울 등 상당수 지자체는 망설여
“재난 때 쓸 안전기금에서 통장 활동비 덜어주다니” 비판 목소리 "
5862,오세훈 “서울 방역 총책임자로 죄송…부시장 돌출발언 사과”,"취임 100일 브리핑서 사과하면서도 ‘독자 방역 없었다’며 뒤끝 보여
김도식 부시장 발언 놓고도 “부적절한 언행, 강하게 질책” 거듭 사과 "
5863,‘미래정치’ 한다며 생가 안 갔던 이준석 “박정희 가장 존경”,"‘차차기 대선 출마’ 가능성엔 “서두를 생각은 없어”
윤석열에 대해선 “선거 치르지 못해 미숙한 부분 많아” "
5864,"올림픽, 감염자와 ‘밀접접촉’해도 경기 6시간 전 음성이면 출전","일본 정부 등 방침 결정
매일 검사·1인실 생활 등 지켜야 "
5865,"中 코로나 백신 ‘시노백’, 진짜 물백신인가…“화이자 항체, 시노백보다 10배 많아”","홍콩대 연구진, 의료진 1400여명 조사
“항체, 회복 환자와 유사하거나 적어” "
5866,"‘백신 예약 大戰’…2030 ‘점심 광클’, 50대는 고생 끝에 성공 [촉!]","2030, 점심시간 내내 ‘잔여백신 신청’ 시도
“계속 이 상태…오류 아니냐” 문의도
50대, ‘새벽 쪽잠’ 끝 잇단 예약 성공 "
5867,"서울시 ""백화점 종사자 12만8000명 코로나 검사 행정명령""",서울소재 백화점 32곳 운영자 및 종사자 전원 
5868,"신치용 선수촌장 ""선수들 결국 후쿠시마산 음식 먹을 수밖에""","신치용 진천선수촌장 YTN·TBS 라디오 인터뷰
""영양사 등 20명 선수촌 바깥에서 도시락·간식 준비""
""기본 식재료 한국에서 가져 가지만 채소 등은 빠져"" "
5869,'터질 게 터졌다' 김요한·박태환 등 집단 감염… 방송가 '비상',"'뭉쳐야찬다2' 16일 기준 출연자 5명 확진
한혜진 확진... SBS '골 때리는 그녀들'도 비상
감염병 취약환 환경 '터질 게 터졌다' 반응 "
5870,"[단독] '개헌론' 승부수 띄운 김동연… ""다음 대통령, 임기 절반 줄인다는 각오로""",새 책에서 '분권형 대통령제' 소신 거듭 피력 
5871,"김종인의 촉 ""국민의힘 경선 버스 최재형이 끝...윤석열은 안 탈 것""","김종인 전 국민의힘 비상대책위원장의 관전평
""정당은 바깥에 근사한 사람 있으면 욕심을 내다가
일단 데려오고 나면 책임을 지지 않는 곳"" "
5872,"김종인 ""윤석열·최재형, 국민의힘 입당 순간 꽃가마 끝""","최재형, 울타리 필요해 국힘 입당한듯
윤석열, 비전 못내놓으면 지지율 하락
김동연 3년 전부터 '경제대통령' 준비
이준석이 성공해야 국민의힘도 성공
이낙연이 이재명 역전? 쉽지 않을 것
이재명 태세전환? 점잖은 사이다 돼야 "
5873,"정부 ""음악속도 제한, 헬스장 아닌 GX류 운동만 적용""","태보·에어로빅 등만 대상…""현장점검 후 보완여부 결정""
QR·안심콜 없는 '사각지대' 백화점…""월말까지 시범적용""
""아랍에미리트, 격리면제 중단""…'변이유행국' 총 22개 "
5874,[알고보니] 성인지 예산 35조원 쓰는 여가부?,MBC 뉴스는 24시간 여러분의 제보를 기다립니다. 
5875,정청래 “최재형은 윤석열 유인책일 뿐···결국 홍준표 걸어 나올 것”,"“윤석열, 홍준표 입 못 당한다”
“尹 지지율 견고함 없는 웅덩이형” "
5876,동생 살해 뒤…석연찮은 부모의 죽음과 화재 [취재파일],"남은 의혹들, 서울경찰청 미제사건수사팀이 검토 "
5877,[초대석] 국내 유일 '복싱 세계챔피언' 최현미,"최현미 선수, 통합 타이틀 챔피언 향한 새로운 도전 "
5878,"“호텔밥 드셔도 되는데” 도넛, 김밥 포장만…짠한 정은경 업무추진비","네티즌들 “고단함이 느껴진다” 안쓰럽단 반응
“맛있는 것 좀 사드시라” 응원 목소리 이어져 "
5879,"“확진자 급증, 이제 의미 없다” 영국 봉쇄해제 실험 강행","4만명대 급증에도 봉쇄 완전 해제
전문가들 “처참한 결과 초래할 것”
이스라엘은 마스크 착용 등 강화 "
5880,9억 쓴 자가검사키트… 4차 대유행 고개숙인 오세훈,"‘깜깜이 확산’ 원인으로 지목받아
정무부시장 돌출발언에 “부적절” "
5881,‘16살 연하남 잔혹 살해’ 30대女 “유족과 합의할 시간 달라”,"변호인 “피고인, 범행 사실 모두 인정” "
5882,“3살 아들이 충치 치료하다 급사”…美치과에서 생긴 사건,경찰 “약물 알레르기 의심” 
5883,“반발 불 보듯 뻔한데”…통장들에 ‘백신접종 지원비’ 10만~30만원씩 지급 논란,"부산·대구·인천 등은 10만원, 목포는 30만원 지원했다가 ‘눈총’
이미 수당·회의비 받고 있어…서울 등 상당수 지자체는 망설여
“재난 때 쓸 안전기금에서 통장 활동비 덜어주다니” 비판 목소리 "
5884,오세훈 “서울 방역 총책임자로 죄송…부시장 돌출발언 사과”,"취임 100일 브리핑서 사과하면서도 ‘독자 방역 없었다’며 뒤끝 보여
김도식 부시장 발언 놓고도 “부적절한 언행, 강하게 질책” 거듭 사과 "
5885,‘미래정치’ 한다며 생가 안 갔던 이준석 “박정희 가장 존경”,"‘차차기 대선 출마’ 가능성엔 “서두를 생각은 없어”
윤석열에 대해선 “선거 치르지 못해 미숙한 부분 많아” "
5886,"올림픽, 감염자와 ‘밀접접촉’해도 경기 6시간 전 음성이면 출전","일본 정부 등 방침 결정
매일 검사·1인실 생활 등 지켜야 "
5887,"中 코로나 백신 ‘시노백’, 진짜 물백신인가…“화이자 항체, 시노백보다 10배 많아”","홍콩대 연구진, 의료진 1400여명 조사
“항체, 회복 환자와 유사하거나 적어” "
5888,"‘백신 예약 大戰’…2030 ‘점심 광클’, 50대는 고생 끝에 성공 [촉!]","2030, 점심시간 내내 ‘잔여백신 신청’ 시도
“계속 이 상태…오류 아니냐” 문의도
50대, ‘새벽 쪽잠’ 끝 잇단 예약 성공 "
5889,"서울시 ""백화점 종사자 12만8000명 코로나 검사 행정명령""",서울소재 백화점 32곳 운영자 및 종사자 전원 
5890,"신치용 선수촌장 ""선수들 결국 후쿠시마산 음식 먹을 수밖에""","신치용 진천선수촌장 YTN·TBS 라디오 인터뷰
""영양사 등 20명 선수촌 바깥에서 도시락·간식 준비""
""기본 식재료 한국에서 가져 가지만 채소 등은 빠져"" "
5891,'터질 게 터졌다' 김요한·박태환 등 집단 감염… 방송가 '비상',"'뭉쳐야찬다2' 16일 기준 출연자 5명 확진
한혜진 확진... SBS '골 때리는 그녀들'도 비상
감염병 취약환 환경 '터질 게 터졌다' 반응 "
5892,"[단독] '개헌론' 승부수 띄운 김동연… ""다음 대통령, 임기 절반 줄인다는 각오로""",새 책에서 '분권형 대통령제' 소신 거듭 피력 
5893,"김종인의 촉 ""국민의힘 경선 버스 최재형이 끝...윤석열은 안 탈 것""","김종인 전 국민의힘 비상대책위원장의 관전평
""정당은 바깥에 근사한 사람 있으면 욕심을 내다가
일단 데려오고 나면 책임을 지지 않는 곳"" "
5894,"김종인 ""윤석열·최재형, 국민의힘 입당 순간 꽃가마 끝""","최재형, 울타리 필요해 국힘 입당한듯
윤석열, 비전 못내놓으면 지지율 하락
김동연 3년 전부터 '경제대통령' 준비
이준석이 성공해야 국민의힘도 성공
이낙연이 이재명 역전? 쉽지 않을 것
이재명 태세전환? 점잖은 사이다 돼야 "
5895,"정부 ""음악속도 제한, 헬스장 아닌 GX류 운동만 적용""","태보·에어로빅 등만 대상…""현장점검 후 보완여부 결정""
QR·안심콜 없는 '사각지대' 백화점…""월말까지 시범적용""
""아랍에미리트, 격리면제 중단""…'변이유행국' 총 22개 "
5896,[알고보니] 성인지 예산 35조원 쓰는 여가부?,MBC 뉴스는 24시간 여러분의 제보를 기다립니다. 
5897,정청래 “최재형은 윤석열 유인책일 뿐···결국 홍준표 걸어 나올 것”,"“윤석열, 홍준표 입 못 당한다”
“尹 지지율 견고함 없는 웅덩이형” "
5898,동생 살해 뒤…석연찮은 부모의 죽음과 화재 [취재파일],"남은 의혹들, 서울경찰청 미제사건수사팀이 검토 "
5899,[초대석] 국내 유일 '복싱 세계챔피언' 최현미,"최현미 선수, 통합 타이틀 챔피언 향한 새로운 도전 "
5900,"“호텔밥 드셔도 되는데” 도넛, 김밥 포장만…짠한 정은경 업무추진비","네티즌들 “고단함이 느껴진다” 안쓰럽단 반응
“맛있는 것 좀 사드시라” 응원 목소리 이어져 "
5901,"“확진자 급증, 이제 의미 없다” 영국 봉쇄해제 실험 강행","4만명대 급증에도 봉쇄 완전 해제
전문가들 “처참한 결과 초래할 것”
이스라엘은 마스크 착용 등 강화 "
5902,9억 쓴 자가검사키트… 4차 대유행 고개숙인 오세훈,"‘깜깜이 확산’ 원인으로 지목받아
정무부시장 돌출발언에 “부적절” "
5903,‘16살 연하남 잔혹 살해’ 30대女 “유족과 합의할 시간 달라”,"변호인 “피고인, 범행 사실 모두 인정” "
5904,“3살 아들이 충치 치료하다 급사”…美치과에서 생긴 사건,경찰 “약물 알레르기 의심” 
5905,“반발 불 보듯 뻔한데”…통장들에 ‘백신접종 지원비’ 10만~30만원씩 지급 논란,"부산·대구·인천 등은 10만원, 목포는 30만원 지원했다가 ‘눈총’
이미 수당·회의비 받고 있어…서울 등 상당수 지자체는 망설여
“재난 때 쓸 안전기금에서 통장 활동비 덜어주다니” 비판 목소리 "
5906,오세훈 “서울 방역 총책임자로 죄송…부시장 돌출발언 사과”,"취임 100일 브리핑서 사과하면서도 ‘독자 방역 없었다’며 뒤끝 보여
김도식 부시장 발언 놓고도 “부적절한 언행, 강하게 질책” 거듭 사과 "
5907,‘미래정치’ 한다며 생가 안 갔던 이준석 “박정희 가장 존경”,"‘차차기 대선 출마’ 가능성엔 “서두를 생각은 없어”
윤석열에 대해선 “선거 치르지 못해 미숙한 부분 많아” "
5908,"올림픽, 감염자와 ‘밀접접촉’해도 경기 6시간 전 음성이면 출전","일본 정부 등 방침 결정
매일 검사·1인실 생활 등 지켜야 "
